Employee_ID,Gender,Age,Education_Level,Employee_Satisfaction_Score
900,Male,40,High School,3.28
901,Male,57,Master,1.96
902,Female,55,Bachelor,1.96
903,Female,50,Bachelor,3.9
904,Female,55,Master,2.71
905,Female,55,High School,2.77
906,Female,40,Bachelor,3.55
907,Male,53,High School,4.37
908,Other,36,High School,4.4
909,Female,60,Bachelor,1.05
910,Female,46,High School,3.06
911,Male,47,Bachelor,1.74
912,Male,47,Bachelor,3.29
913,Male,30,Bachelor,2.07
914,Female,40,Bachelor,1.06
915,Female,40,Master,3.53
916,Male,24,Master,1.33
917,Female,28,Bachelor,1.14
918,Female,28,Bachelor,4.3
919,Male,45,Master,2.92
920,Male,37,Bachelor,3.47
921,Female,24,Bachelor,1.17
922,Male,54,Bachelor,2.81
923,Male,40,PhD,3.07
924,Male,23,Bachelor,4.49
925,Other,29,High School,3.58
926,Male,43,Master,3.2
927,Male,49,Master,2.16
928,Female,39,High School,2.35
929,Female,36,Bachelor,3.74
930,Female,32,High School,3.24
931,Male,48,Bachelor,3.79
932,Female,54,Bachelor,3.17
933,Female,27,Bachelor,4.0
934,Female,54,Bachelor,1.29
935,Female,35,Master,1.45
936,Female,57,Bachelor,4.78
937,Male,24,Master,3.52
938,Female,52,Bachelor,3.3
939,Male,59,Bachelor,4.83
940,Male,56,Bachelor,1.29
941,Male,47,Bachelor,4.33
942,Male,54,Bachelor,2.79
943,Male,55,Master,3.04
944,Female,43,Bachelor,4.78
945,Male,57,High School,3.49
946,Male,22,PhD,2.29
947,Female,55,Bachelor,2.98
948,Female,38,Bachelor,4.68
949,Female,58,High School,1.51
950,Male,23,Bachelor,4.49
951,Male,38,Bachelor,1.0
952,Female,30,PhD,2.05
953,Male,46,Bachelor,4.54
954,Male,31,Master,4.71
955,Female,60,Bachelor,3.11
956,Female,41,Bachelor,1.34
957,Male,57,Bachelor,3.4
958,Male,60,Bachelor,4.42
959,Female,25,Bachelor,3.39
960,Female,53,Bachelor,3.02
961,Male,34,Bachelor,3.43
962,Male,22,High School,1.94
963,Female,30,Master,1.2
964,Male,41,High School,1.96
965,Female,42,Bachelor,2.09
966,Male,59,High School,4.61
967,Female,26,Bachelor,4.14
968,Male,30,Bachelor,2.59
969,Female,57,Bachelor,1.06
970,Female,60,PhD,3.5
971,Female,40,Bachelor,4.68
972,Female,34,High School,3.02
973,Male,60,Bachelor,3.93
974,Male,52,High School,1.67
975,Male,44,High School,4.0
976,Male,57,Bachelor,4.51
977,Female,25,High School,4.93
978,Female,41,Bachelor,1.58
979,Female,43,Bachelor,1.61
980,Female,44,Bachelor,3.62
981,Male,24,Master,1.85
982,Male,51,High School,3.61
983,Female,52,Bachelor,2.4
984,Female,37,Bachelor,2.64
985,Other,53,Bachelor,1.62
986,Female,56,Master,4.18
987,Male,35,Bachelor,1.34
988,Male,29,Bachelor,2.95
989,Male,42,Master,3.65
990,Male,42,Bachelor,4.44
991,Male,46,Bachelor,2.58
992,Female,38,High School,2.46
993,Female,44,PhD,1.55
994,Male,41,Bachelor,3.75
995,Female,50,Bachelor,3.41
996,Male,22,High School,2.94
997,Female,54,Master,3.73
998,Male,23,Bachelor,4.26
999,Female,40,High School,4.1
1000,Female,28,High School,4.96
1001,Female,37,Bachelor,4.45
1002,Female,52,Bachelor,2.98
1003,Male,45,Master,3.68
1004,Male,35,High School,4.32
1005,Female,29,Bachelor,3.79
1006,Male,33,Master,4.08
1007,Male,25,High School,2.68
1008,Male,39,Bachelor,2.37
1009,Female,52,Bachelor,2.66
1010,Other,51,Master,4.35
1011,Male,49,High School,3.53
1012,Female,53,Bachelor,3.38
1013,Female,60,High School,4.49
1014,Male,57,Bachelor,1.52
1015,Male,22,Bachelor,2.31
1016,Male,45,High School,4.03
1017,Male,33,Bachelor,1.2
1018,Female,50,High School,3.31
1019,Female,43,Bachelor,2.25
1020,Female,45,Bachelor,2.74
1021,Female,24,High School,2.08
1022,Female,42,High School,3.06
1023,Female,54,Master,3.85
1024,Female,33,Bachelor,1.46
1025,Female,36,Bachelor,1.33
1026,Female,26,High School,2.3
1027,Male,51,Bachelor,4.29
1028,Female,49,Master,4.61
1029,Male,22,High School,4.81
1030,Female,56,Master,3.96
1031,Male,47,High School,3.16
1032,Female,53,High School,2.78
1033,Male,43,Bachelor,3.51
1034,Male,26,High School,4.81
1035,Male,48,Bachelor,1.77
1036,Female,50,Bachelor,4.92
1037,Male,50,Master,2.85
1038,Female,54,Bachelor,3.85
1039,Male,47,Master,2.34
1040,Female,48,Bachelor,3.54
1041,Female,36,Master,1.23
1042,Female,58,Bachelor,1.27
1043,Female,43,High School,3.18
1044,Male,38,High School,2.71
1045,Female,52,High School,3.23
1046,Female,51,Bachelor,4.02
1047,Other,43,High School,4.02
1048,Female,36,Bachelor,2.42
1049,Male,36,Bachelor,1.18
1050,Female,41,Master,1.56
1051,Male,37,Bachelor,4.1
1052,Male,50,Bachelor,1.68
1053,Female,35,High School,3.77
1054,Female,31,Bachelor,2.0
1055,Female,45,Bachelor,1.14
1056,Male,30,Bachelor,4.58
1057,Male,39,High School,3.21
1058,Male,42,Bachelor,3.55
1059,Male,36,Bachelor,4.04
1060,Female,53,High School,3.19
1061,Female,35,Bachelor,2.62
1062,Male,39,Bachelor,2.87
1063,Other,48,Master,3.59
1064,Male,40,High School,1.51
1065,Male,31,Master,1.92
1066,Female,59,Master,3.66
1067,Female,49,Bachelor,1.74
1068,Male,43,Master,1.66
1069,Female,29,High School,2.79
1070,Male,55,Bachelor,4.29
1071,Male,52,High School,4.28
1072,Female,54,Bachelor,4.71
1073,Female,43,Bachelor,2.0
1074,Female,42,Master,4.64
1075,Male,51,High School,2.6
1076,Female,24,Master,4.34
1077,Female,26,Master,4.7
1078,Female,52,High School,4.03
1079,Female,57,Bachelor,3.06
1080,Other,45,Bachelor,3.23
1081,Male,59,Bachelor,3.28
1082,Male,59,High School,4.62
1083,Male,30,High School,4.0
1084,Other,34,High School,3.13
1085,Male,56,Bachelor,1.14
1086,Female,37,PhD,3.87
1087,Other,55,High School,1.78
1088,Male,50,Bachelor,1.09
1089,Female,51,Bachelor,3.56
1090,Male,26,Master,3.52
1091,Male,55,Bachelor,2.73
1092,Male,46,Bachelor,4.16
1093,Female,50,Master,2.95
1094,Male,42,High School,3.53
1095,Male,52,Bachelor,2.01
1096,Female,34,Bachelor,3.54
1097,Male,59,Bachelor,1.48
1098,Female,55,High School,3.42
1099,Female,23,Bachelor,2.54
1100,Male,48,Bachelor,3.88
1101,Male,47,Bachelor,4.29
1102,Female,47,Bachelor,3.19
1103,Male,30,Bachelor,1.3
1104,Female,54,PhD,4.88
1105,Male,31,High School,1.14
1106,Female,60,Bachelor,4.73
1107,Male,25,High School,3.0
1108,Male,48,Bachelor,4.06
1109,Female,53,Master,3.6
1110,Male,27,PhD,4.61
1111,Male,28,Master,1.29
1112,Female,31,Bachelor,1.92
1113,Female,45,Bachelor,4.23
1114,Female,55,High School,4.72
1115,Male,26,Bachelor,2.83
1116,Male,55,Bachelor,2.32
1117,Female,26,Bachelor,3.75
1118,Female,49,Bachelor,3.51
1119,Male,49,High School,1.18
1120,Female,34,Bachelor,3.62
1121,Female,54,Bachelor,3.46
1122,Female,51,High School,2.49
1123,Male,31,Bachelor,2.97
1124,Female,39,High School,1.24
1125,Female,29,Bachelor,3.48
1126,Female,49,PhD,3.31
1127,Male,31,High School,2.63
1128,Male,47,High School,4.61
1129,Female,22,Bachelor,4.28
1130,Female,32,High School,4.68
1131,Female,59,High School,4.34
1132,Female,58,Bachelor,4.68
1133,Female,55,High School,4.5
1134,Female,42,High School,3.83
1135,Other,43,Bachelor,1.3
1136,Male,22,High School,1.16
1137,Female,35,High School,1.3
1138,Male,49,Bachelor,3.87
1139,Female,59,High School,1.23
1140,Male,47,Bachelor,2.92
1141,Other,41,High School,2.47
1142,Male,29,Bachelor,2.48
1143,Female,25,Bachelor,2.15
1144,Male,43,High School,2.44
1145,Female,33,Bachelor,2.83
1146,Male,25,High School,1.36
1147,Female,58,Bachelor,2.21
1148,Male,41,Bachelor,1.67
1149,Male,38,PhD,3.87
1150,Male,25,High School,1.53
1151,Male,25,Bachelor,3.93
1152,Female,47,High School,2.13
1153,Female,38,High School,2.66
1154,Female,39,High School,4.21
1155,Male,30,Master,4.27
1156,Male,52,Master,2.58
1157,Male,56,High School,2.23
1158,Male,47,Master,4.45
1159,Male,24,High School,4.09
1160,Female,59,High School,4.11
1161,Female,30,High School,1.8
1162,Male,56,PhD,2.14
1163,Male,43,Bachelor,1.33
1164,Male,51,High School,3.49
1165,Female,50,Bachelor,3.38
1166,Female,54,High School,3.4
1167,Female,46,High School,3.97
1168,Female,23,Bachelor,3.19
1169,Male,25,Bachelor,2.63
1170,Female,59,Bachelor,4.91
1171,Male,50,Master,2.24
1172,Male,31,Bachelor,3.11
1173,Female,39,Bachelor,1.99
1174,Other,40,Bachelor,4.08
1175,Male,35,PhD,1.26
1176,Female,25,Master,3.49
1177,Female,34,PhD,4.2
1178,Female,43,High School,4.29
1179,Female,58,Bachelor,3.31
1180,Male,59,Bachelor,3.8
1181,Male,33,Bachelor,4.88
1182,Male,35,High School,1.57
1183,Male,54,Bachelor,4.0
1184,Male,32,High School,3.55
1185,Female,46,High School,1.66
1186,Male,33,PhD,4.21
1187,Female,23,Bachelor,3.64
1188,Male,59,Bachelor,3.72
1189,Female,31,High School,2.88
1190,Other,43,Bachelor,1.12
1191,Female,32,Bachelor,1.16
1192,Male,36,Bachelor,2.23
1193,Male,36,Master,2.1
1194,Male,25,Master,4.6
1195,Female,52,High School,4.13
1196,Male,40,High School,3.3
1197,Male,48,Bachelor,2.54
1198,Male,54,Bachelor,3.65
1199,Male,43,High School,3.39
1200,Male,30,PhD,3.37
1201,Female,52,Master,1.26
1202,Female,32,High School,2.03
1203,Male,45,Bachelor,3.77
1204,Female,35,High School,2.21
1205,Male,56,Bachelor,4.74
1206,Male,29,High School,2.46
1207,Male,50,High School,1.79
1208,Male,43,High School,4.39
1209,Male,26,High School,1.34
1210,Other,52,Bachelor,1.77
1211,Female,44,Bachelor,3.44
1212,Male,26,Bachelor,3.95
1213,Male,58,Bachelor,2.54
1214,Female,57,Bachelor,4.02
1215,Male,22,Bachelor,1.34
1216,Female,34,PhD,2.62
1217,Other,57,Bachelor,3.24
1218,Female,55,Bachelor,4.6
1219,Male,57,Bachelor,4.37
1220,Female,34,Master,4.09
1221,Female,49,Bachelor,1.96
1222,Female,46,Bachelor,4.66
1223,Other,59,High School,3.57
1224,Female,29,Bachelor,4.99
1225,Male,39,High School,4.09
1226,Male,36,PhD,2.5
1227,Female,35,High School,2.6
1228,Male,32,Master,2.03
1229,Female,44,High School,1.7
1230,Male,38,Bachelor,1.86
1231,Male,22,Bachelor,3.02
1232,Female,44,Bachelor,2.99
1233,Female,35,Bachelor,4.55
1234,Male,30,High School,4.99
1235,Male,43,Bachelor,3.51
1236,Female,25,Bachelor,2.35
1237,Male,41,Bachelor,2.01
1238,Female,38,High School,1.7
1239,Female,59,High School,1.51
1240,Male,32,Bachelor,3.52
1241,Male,30,Bachelor,1.78
1242,Female,24,Master,1.44
1243,Male,31,Bachelor,3.85
1244,Other,51,Bachelor,3.2
1245,Female,35,High School,1.01
1246,Female,34,Bachelor,3.18
1247,Male,27,Bachelor,4.91
1248,Male,49,Master,3.51
1249,Female,55,Bachelor,1.12
1250,Female,24,Master,3.32
1251,Male,57,Bachelor,2.67
1252,Male,25,Master,3.86
1253,Male,59,Bachelor,1.15
1254,Female,34,Bachelor,1.76
1255,Male,53,Master,3.03
1256,Male,24,High School,1.26
1257,Female,41,Bachelor,1.38
1258,Male,28,Bachelor,3.24
1259,Female,48,Bachelor,4.68
1260,Male,43,High School,3.84
1261,Female,51,Bachelor,2.45
1262,Male,46,High School,2.49
1263,Male,24,Bachelor,2.6
1264,Male,31,Master,1.75
1265,Male,47,High School,2.14
1266,Male,48,Master,1.85
1267,Male,50,Master,2.48
1268,Female,51,High School,3.38
1269,Female,38,Bachelor,2.18
1270,Female,43,Master,1.84
1271,Female,58,Bachelor,2.58
1272,Female,39,High School,1.34
1273,Other,34,PhD,2.44
1274,Female,54,High School,3.7
1275,Male,42,Bachelor,1.69
1276,Male,56,High School,4.77
1277,Other,26,Bachelor,3.46
1278,Male,31,High School,1.64
1279,Female,46,Bachelor,3.75
1280,Male,43,Master,4.46
1281,Male,37,Master,1.37
1282,Male,31,High School,2.4
1283,Male,29,High School,1.75
1284,Female,23,Bachelor,1.95
1285,Male,60,Bachelor,4.04
1286,Male,29,Bachelor,3.59
1287,Female,30,High School,1.6
1288,Male,41,Master,1.89
1289,Female,23,Bachelor,1.88
1290,Female,41,High School,1.37
1291,Male,26,Bachelor,3.31
1292,Male,48,High School,2.31
1293,Other,24,Bachelor,2.9
1294,Male,44,High School,4.2
1295,Male,45,Master,3.44
1296,Female,55,High School,3.75
1297,Male,34,High School,3.82
1298,Female,44,Bachelor,2.02
1299,Male,48,Bachelor,2.09
1300,Other,33,Bachelor,4.0
1301,Female,33,Bachelor,2.83
1302,Male,58,High School,3.6
1303,Male,33,Bachelor,1.25
1304,Female,32,Bachelor,4.59
1305,Male,34,High School,1.22
1306,Male,43,High School,4.74
1307,Female,31,Bachelor,3.05
1308,Male,35,Bachelor,2.05
1309,Female,29,Master,4.01
1310,Female,23,Bachelor,3.16
1311,Female,59,PhD,3.98
1312,Male,39,Bachelor,2.04
1313,Male,47,PhD,3.92
1314,Male,41,Bachelor,1.95
1315,Female,42,Master,4.93
1316,Female,22,High School,3.33
1317,Female,27,Bachelor,1.54
1318,Male,58,Bachelor,2.07
1319,Other,24,Master,1.68
1320,Female,34,High School,3.19
1321,Male,39,Master,2.5
1322,Female,29,High School,1.11
1323,Male,42,High School,4.53
1324,Male,46,Bachelor,4.62
1325,Male,28,High School,2.06
1326,Female,37,Master,2.61
1327,Male,54,Bachelor,1.02
1328,Male,58,Bachelor,1.38
1329,Female,35,High School,3.01
1330,Male,39,High School,1.95
1331,Female,52,Bachelor,1.78
1332,Male,45,Bachelor,3.18
1333,Male,32,High School,3.75
1334,Female,44,Master,4.53
1335,Male,25,Bachelor,1.98
1336,Female,56,High School,1.13
1337,Male,31,High School,1.43
1338,Male,56,Master,4.5
1339,Other,42,Master,2.22
1340,Male,46,High School,3.8
1341,Female,46,Bachelor,3.01
1342,Male,29,Bachelor,1.27
1343,Male,45,Bachelor,4.06
1344,Female,49,Bachelor,2.01
1345,Male,28,Bachelor,3.44
1346,Female,53,Master,3.27
1347,Male,28,Bachelor,1.58
1348,Male,28,Master,4.16
1349,Female,57,Bachelor,2.22
1350,Female,52,Bachelor,2.15
1351,Female,54,High School,2.63
1352,Female,39,Bachelor,1.91
1353,Male,60,Bachelor,3.86
1354,Female,36,High School,3.27
1355,Male,38,High School,1.56
1356,Male,56,Bachelor,1.36
1357,Female,35,High School,1.11
1358,Female,31,Bachelor,2.46
1359,Female,58,Bachelor,3.6
1360,Male,60,High School,3.82
1361,Female,52,High School,3.31
1362,Female,45,High School,1.64
1363,Male,37,Bachelor,4.99
1364,Female,50,High School,3.76
1365,Female,41,Bachelor,2.52
1366,Male,28,High School,1.73
1367,Male,40,Master,3.61
1368,Female,46,High School,4.01
1369,Female,37,Bachelor,3.5
1370,Female,27,High School,1.52
1371,Male,25,Bachelor,4.56
1372,Female,42,Bachelor,2.21
1373,Female,56,High School,1.13
1374,Female,29,High School,2.19
1375,Female,53,High School,3.19
1376,Female,37,High School,3.37
1377,Female,45,Bachelor,1.51
1378,Female,45,Master,2.39
1379,Male,30,Bachelor,3.75
1380,Male,45,Bachelor,3.98
1381,Male,38,Master,3.13
1382,Female,44,Bachelor,1.51
1383,Male,22,Bachelor,1.92
1384,Female,49,High School,4.3
1385,Female,44,Bachelor,4.58
1386,Male,24,Bachelor,3.44
1387,Male,28,Bachelor,2.14
1388,Female,53,Bachelor,3.12
1389,Female,50,High School,1.83
1390,Female,54,High School,1.8
1391,Male,23,Bachelor,3.54
1392,Male,27,High School,4.54
1393,Female,33,Bachelor,3.85
1394,Male,57,High School,2.62
1395,Male,37,Master,2.87
1396,Male,28,Bachelor,4.28
1397,Male,43,High School,2.16
1398,Male,23,Bachelor,4.66
1399,Female,52,Bachelor,4.76
1400,Male,53,Bachelor,2.53
1401,Male,39,Bachelor,4.09
1402,Female,48,High School,2.01
1403,Male,27,Master,4.48
1404,Male,47,Bachelor,4.81
1405,Male,41,High School,3.37
1406,Female,46,Bachelor,2.8
1407,Female,43,High School,4.53
1408,Male,26,Bachelor,1.59
1409,Male,31,Master,2.54
1410,Other,26,Master,3.58
1411,Male,44,High School,3.83
1412,Female,42,High School,2.95
1413,Other,53,PhD,2.05
1414,Other,47,Bachelor,2.32
1415,Male,48,Bachelor,1.03
1416,Female,24,Bachelor,4.86
1417,Female,57,Bachelor,2.58
1418,Female,23,Bachelor,3.8
1419,Female,33,Bachelor,2.39
1420,Male,29,Bachelor,3.02
1421,Male,38,Bachelor,3.97
1422,Female,44,Bachelor,1.95
1423,Female,46,Bachelor,4.74
1424,Male,27,High School,4.75
1425,Male,46,Bachelor,4.66
1426,Female,36,Bachelor,3.75
1427,Female,41,PhD,3.44
1428,Male,43,PhD,3.68
1429,Female,26,Bachelor,3.46
1430,Female,25,Bachelor,2.34
1431,Male,44,High School,1.15
1432,Female,29,Master,2.77
1433,Female,58,PhD,1.1
1434,Female,26,High School,3.48
1435,Female,45,High School,1.57
1436,Female,53,Bachelor,3.18
1437,Female,37,High School,3.82
1438,Female,60,Master,2.39
1439,Male,53,Bachelor,2.44
1440,Male,40,Bachelor,1.84
1441,Female,43,Bachelor,1.16
1442,Female,52,Bachelor,4.87
1443,Female,52,Bachelor,2.94
1444,Male,45,Master,3.08
1445,Female,54,Bachelor,4.89
1446,Male,33,High School,3.83
1447,Female,56,Master,4.71
1448,Female,28,Bachelor,4.8
1449,Female,56,Bachelor,2.64
1450,Male,30,Bachelor,2.25
1451,Female,48,High School,3.29
1452,Other,51,High School,2.06
1453,Female,31,Bachelor,3.67
1454,Male,47,Master,3.07
1455,Male,39,Master,4.26
1456,Female,35,Bachelor,2.12
1457,Female,24,Master,1.24
1458,Female,55,Master,1.74
1459,Female,30,Bachelor,4.09
1460,Female,37,High School,4.09
1461,Male,29,Bachelor,2.64
1462,Female,24,Bachelor,2.41
1463,Male,42,Master,4.98
1464,Male,53,High School,3.66
1465,Female,50,Master,1.3
1466,Other,55,High School,2.4
1467,Male,45,Bachelor,3.33
1468,Male,60,Bachelor,4.43
1469,Male,36,High School,1.96
1470,Female,25,Bachelor,2.23
1471,Female,44,Bachelor,3.32
1472,Female,36,High School,4.02
1473,Male,53,High School,2.42
1474,Male,58,Master,3.28
1475,Male,54,Bachelor,1.54
1476,Male,57,Master,4.14
1477,Male,55,High School,4.83
1478,Male,29,Bachelor,2.46
1479,Male,43,High School,1.04
1480,Female,44,Bachelor,3.37
1481,Female,23,Bachelor,3.88
1482,Male,38,Bachelor,2.27
1483,Female,56,Bachelor,3.54
1484,Female,24,Master,2.49
1485,Female,41,Bachelor,3.24
1486,Male,42,Master,4.24
1487,Female,48,Bachelor,3.23
1488,Female,29,High School,2.0
1489,Female,56,High School,3.82
1490,Female,44,High School,3.84
1491,Female,36,Bachelor,3.41
1492,Male,43,Bachelor,3.22
1493,Male,49,High School,1.56
1494,Female,54,Master,2.45
1495,Female,43,High School,1.59
1496,Female,29,High School,1.0
1497,Male,46,High School,3.02
1498,Male,46,High School,2.34
1499,Male,52,High School,3.21
1500,Female,54,Bachelor,4.74
1501,Female,40,Bachelor,4.86
1502,Male,32,PhD,3.68
1503,Male,26,High School,1.19
1504,Male,27,Master,1.21
1505,Female,50,Bachelor,3.59
1506,Male,43,High School,4.92
1507,Male,35,Bachelor,3.73
1508,Female,24,Bachelor,1.37
1509,Female,47,Bachelor,1.13
1510,Male,57,Bachelor,2.8
1511,Male,44,Bachelor,4.29
1512,Female,28,Bachelor,4.46
1513,Female,51,High School,4.49
1514,Male,32,High School,1.59
1515,Female,55,Bachelor,2.41
1516,Male,52,Bachelor,3.0
1517,Female,48,Bachelor,1.68
1518,Male,27,Bachelor,1.7
1519,Male,29,Master,4.91
1520,Other,26,Bachelor,1.28
1521,Female,24,Bachelor,3.73
1522,Male,40,Bachelor,4.24
1523,Male,22,High School,1.61
1524,Female,24,Bachelor,3.61
1525,Female,23,Master,4.27
1526,Female,47,High School,3.43
1527,Male,22,Bachelor,3.94
1528,Male,60,Bachelor,1.44
1529,Female,24,Bachelor,2.6
1530,Male,46,Master,3.94
1531,Male,35,Bachelor,2.94
1532,Male,34,Master,3.18
1533,Male,42,High School,1.83
1534,Male,57,Bachelor,1.43
1535,Female,25,High School,4.6
1536,Male,43,Master,2.81
1537,Male,57,Bachelor,1.27
1538,Male,56,High School,3.19
1539,Female,24,Master,3.98
1540,Male,44,PhD,1.92
1541,Female,23,Bachelor,1.83
1542,Male,23,High School,2.46
1543,Male,38,Bachelor,2.32
1544,Male,40,Bachelor,4.54
1545,Female,24,High School,4.09
1546,Male,42,High School,2.81
1547,Male,41,High School,4.42
1548,Male,58,High School,3.44
1549,Male,25,High School,3.71
1550,Male,48,Bachelor,2.87
1551,Male,60,High School,3.97
1552,Male,25,Bachelor,2.28
1553,Female,22,Bachelor,3.66
1554,Female,41,Bachelor,2.15
1555,Female,50,PhD,1.05
1556,Female,46,Bachelor,3.21
1557,Male,27,Bachelor,4.5
1558,Male,53,High School,4.29
1559,Female,28,Bachelor,2.01
1560,Female,28,PhD,4.34
1561,Female,32,High School,1.53
1562,Female,30,Master,2.82
1563,Female,37,Master,2.27
1564,Male,22,Bachelor,4.49
1565,Male,23,Bachelor,4.79
1566,Male,57,Bachelor,2.65
1567,Female,57,Master,1.84
1568,Male,32,Bachelor,3.33
1569,Other,22,Master,2.02
1570,Female,35,Bachelor,1.89
1571,Female,25,Bachelor,1.99
1572,Male,55,Bachelor,4.27
1573,Female,27,PhD,4.2
1574,Female,33,High School,1.15
1575,Female,24,High School,3.4
1576,Male,47,Bachelor,4.84
1577,Female,45,Master,1.73
1578,Female,44,Bachelor,4.67
1579,Female,53,High School,1.53
1580,Female,31,High School,4.84
1581,Female,31,PhD,4.87
1582,Female,31,Bachelor,4.89
1583,Male,44,Master,2.84
1584,Female,33,Bachelor,1.4
1585,Male,55,PhD,2.07
1586,Male,39,Bachelor,3.03
1587,Male,23,High School,1.32
1588,Male,27,High School,2.5
1589,Male,41,High School,2.62
1590,Male,33,Bachelor,4.15
1591,Male,26,High School,3.05
1592,Female,22,PhD,4.15
1593,Female,45,PhD,4.83
1594,Female,42,PhD,4.4
1595,Male,27,Bachelor,2.03
1596,Female,48,High School,2.01
1597,Male,57,High School,4.45
1598,Female,36,Bachelor,4.18
1599,Female,51,Bachelor,2.37
1600,Male,39,High School,3.14
1601,Female,50,Bachelor,2.55
1602,Female,24,Bachelor,2.13
1603,Other,31,Bachelor,1.02
1604,Male,47,Bachelor,2.26
1605,Male,51,High School,4.03
1606,Male,42,Bachelor,1.15
1607,Female,23,High School,2.55
1608,Male,30,Bachelor,2.11
1609,Male,30,Bachelor,3.29
1610,Male,59,High School,4.99
1611,Male,37,Bachelor,4.83
1612,Male,39,Bachelor,3.45
1613,Male,52,High School,1.57
1614,Male,58,Bachelor,1.65
1615,Male,42,Bachelor,4.28
1616,Male,53,Bachelor,4.99
1617,Female,26,Bachelor,4.49
1618,Male,27,Bachelor,2.22
1619,Female,51,Bachelor,2.8
1620,Female,55,Bachelor,2.42
1621,Other,50,High School,4.1
1622,Female,34,Master,2.17
1623,Male,31,High School,3.51
1624,Male,39,PhD,2.71
1625,Male,27,Bachelor,3.23
1626,Female,28,Bachelor,1.25
1627,Female,50,High School,2.78
1628,Female,44,High School,1.53
1629,Female,54,High School,4.2
1630,Male,34,Bachelor,3.88
